Stack,Input,Rule
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION',MENOR ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION' -> COMPARACION FACTOR
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION' FACTOR,MENOR ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,COMPARACION -> MENOR
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION' FACTOR,MENOR ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION',ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> ENTERO
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION',ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR,PARENTESIS_CERRAR LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,CONDICION' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR,PARENTESIS_CERRAR LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,LLAVE_ABRIR IDENTIFICADOR IGUAL IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR,IDENTIFICADOR IGUAL IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> INSTRUCCION INSTRUCCIONES
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,IDENTIFICADOR IGUAL IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCION -> ASIGNACION AT
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,IDENTIFICADOR IGUAL IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,ASIGNACION -> IDENTIFICADOR IGUAL EXPRESION
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION IGUAL,IDENTIFICADOR IGUAL IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION,IGUAL IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION -> FACTOR EXPRESION'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION',IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> IDENTIFICADOR FACTOR'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION' FACTOR',IDENTIFICADOR MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT EXPRESION',MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION' -> OPERADOR FACTOR
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT FACTOR,MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,OPERADOR -> MAS
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT FACTOR,MAS ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> ENTERO
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES AT,ENTERO AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,AT SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR,SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> INSTRUCCION INSTRUCCIONES
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCION -> CONDICIONAL
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES,SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,CONDICIONAL -> SI PARENTESIS_ABRIR CONDICION PARENTESIS_CERRAR LLAVE_ABRIR INSTRUCCIONES LLAVE_CERRAR CONDICIONAL'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION PARENTESIS_ABRIR,SI PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION,PARENTESIS_ABRIR IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR,IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,CONDICION -> EXPRESION CONDICION'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION',IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION -> FACTOR EXPRESION'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION' EXPRESION',IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> IDENTIFICADOR FACTOR'
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION' EXPRESION' FACTOR',IDENTIFICADOR MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION' EXPRESION',MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION',MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,EXPRESION' -> COMPARACION FACTOR
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION' FACTOR,MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,COMPARACION -> MAYOR_IGUAL
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION' FACTOR,MAYOR_IGUAL ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION',ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,FACTOR -> ENTERO
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR CONDICION',ENTERO PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR PARENTESIS_CERRAR,PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,CONDICION' -> ''
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES LLAVE_ABRIR,PARENTESIS_CERRAR LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES,LLAVE_ABRIR IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR,IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCIONES -> INSTRUCCION INSTRUCCIONES
$ INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES LLAVE_CERRAR INSTRUCCIONES CONDICIONAL' LLAVE_CERRAR INSTRUCCIONES,IMPRIMIR PARENTESIS_ABRIR CADENA COMA IDENTIFICADOR PARENTESIS_CERRAR AT LLAVE_CERRAR SINO LLAVE_ABRIR IDENTIFICADOR IGUAL ENTERO AT LLAVE_CERRAR LLAVE_CERRAR RETORNAR IDENTIFICADOR AT LLAVE_CERRAR $,INSTRUCCION -> Imprimir AT
